,F,I,tfidf,H,H-tilde,H-tilde_std,N
M1AP,3.8706850570655096e-07,6.661338147750939e-16,5.8763342398543505,1.0,1.0000000000000007,0.0,2
SEMA4F,2.322411034239306e-06,-0.026418295834119032,4.084574770626295,3.584962500721156,3.558544204887037,0.06718209219179688,12
AC019069.1,4.25775356277206e-06,0.2530145035060851,4.1974175635501485,4.152391277629867,4.405405781135952,0.07021027407037697,22
HK2,2.6320658388045467e-05,0.40123663241960816,2.9315040722087633,6.388789679422001,6.7900263118416095,0.062376749987661184,136
LINC01291,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
POLE4,9.483178389810498e-05,0.2123147907510159,1.6478570713639276,7.85657670774585,8.068891498496866,0.04917691825746949,490
AC007681.1,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
MRPL19,1.761161700964807e-05,-0.022157631453350923,2.357931493351934,6.33197046437452,6.309812832921169,0.06380287933701365,91
GCFC2,9.87024689551705e-06,0.055722451086702485,2.9507664841258743,5.50076088114476,5.556483332231463,0.06752678008359542,51
AC005034.3,2.12887678138603e-06,-0.024569514773347123,4.171586147615925,3.4594316186372973,3.43486210386395,0.06672899909170639,11
SUCLG1,5.8060275855982645e-05,0.08519482160199576,1.68715711036324,7.558462515835396,7.643657337437392,0.053936689967324154,300
DNAH6,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
TRABD2A,3.9287453329214924e-05,0.516931989295534,2.8636094397280614,6.728292028098025,7.245224017393559,0.05931320166116805,203
TMSB10,0.004208982931053035,0.20679270512195735,4.210893871036142,8.82802591143003,9.034818616551988,0.007147924284636124,21748
KCMF1,3.7932713559241996e-05,-0.018152675001552154,1.8115720674797968,7.223744586548419,7.2055919115468665,0.058230950008584685,196
TCF7L1,5.806027585598265e-07,-0.007333333333334524,5.470869131746186,1.584962500721156,1.5776291673878216,0.06953496322829716,3
TGOLN2,0.00015347266251264745,0.24038947322737236,1.4448375218613476,8.15581025381251,8.396199727039882,0.04052732036383821,793
RETSAT,7.3543016084244685e-06,0.016096002627477013,3.1518492865114185,5.142664355548848,5.158760358176325,0.065768078328734,38
ELMOD3,1.6837479998234968e-05,0.017869145613039983,2.468092508385247,6.23604694412459,6.25391608973763,0.06467856263074911,87
CAPG,0.00015173085423696799,0.7714120236314796,2.9730215679750596,7.6193525200398335,8.390764543671313,0.04117390647903706,784
MAT2A,0.00012424899033180287,0.42924455024551644,1.9627778453758256,7.832904143650711,8.262148693896227,0.04397470456249086,642
GGCX,1.7805151262501344e-05,0.023070725915129486,2.426513657680536,6.297965352772628,6.321036078687757,0.06530405288898583,92
VAMP8,0.00024191781606659437,0.38389752875962024,1.5859501804658658,8.238297898000953,8.622195426760573,0.03363634897074231,1250
VAMP5,6.193096091304816e-05,0.24963624048686928,1.9629198848158111,7.455997626002145,7.7056338664890145,0.05645978065027989,320
RNF181,6.63822487286735e-05,0.12014854409699005,1.7294020757972792,7.647831111683077,7.767979655780067,0.05360830001521812,343
TMEM150A,8.321972872690847e-06,0.08794025428658081,3.2039628280574344,5.240218243074191,5.328158497360771,0.068690045387182,43
USP39,2.0321096549593926e-05,0.10714265792040578,2.496308904810107,6.3760571842915805,6.483199842211986,0.06330458072555172,105
C2orf68,2.109523356100703e-05,0.13262306474600383,2.4658218529101275,6.398783751322886,6.531406816068889,0.061942137674325055,109
GNLY,0.00045712790523943673,3.5455175041125813,75.21707974864785,5.279843226479931,8.825360730592513,0.023557534065333386,2362
ATOH8,7.741370114131019e-07,-0.004999999999998339,5.183187059294405,2.0,1.9950000000000017,0.049749371855304265,4
ST3GAL5,3.3674959996469935e-05,0.11772700656263169,2.1197633605442237,6.959386222932535,7.077113229495167,0.0597219312315723,174
ST3GAL5-AS1,3.8706850570655096e-07,-0.0009999999999992237,5.8763342398543505,1.0,0.9990000000000008,0.03160696125854548,2
POLR1A,4.838356321331887e-06,-0.05653449650198539,3.3506055955460954,4.643856189774724,4.587321693272739,0.0663275340655678,25
PTCD3,3.1546083215083905e-05,0.09754839009709837,2.1081550217232254,6.908394181772075,7.0059425718691735,0.06441078280836578,163
IMMT,5.089950850041145e-05,0.1624286254384879,1.9179461166127587,7.353071854520648,7.515500479959136,0.05756616259811077,263
AC009309.1,2.9030137927991324e-06,-0.0341862658345935,3.861431219312086,3.9068905956085187,3.872704329773925,0.06836316333539061,15
MRPL35,1.6643945745381694e-05,0.13022910297255397,2.6848752084502436,6.106383650000621,6.236612752973175,0.0670614080321137,86
KDM3A,2.1288767813860303e-05,-0.039878674775875034,2.1937350780885625,6.58135971352466,6.541481038748785,0.0635235331273863,110
CHMP3,5.457665930462369e-05,0.08301802370882516,1.7451708101824996,7.50062204209835,7.583640065807175,0.0541920099422188,282
RNF103-CHMP3,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
AC015971.1,3.8706850570655096e-07,-0.0019999999999992246,5.8763342398543505,1.0,0.9980000000000008,0.04467661580736863,2
RNF103,1.4321534711142386e-05,0.12440015094814516,2.787254327219409,5.918780730435343,6.043180881383488,0.06478604002374629,74
RMND5A,2.6707726893752018e-05,0.1016902679636571,2.280674926593302,6.711749909661043,6.8134401776247,0.06477801187987121,138
CD8A,3.4836165513589586e-05,1.4250690185763544,6.77980782296613,5.691399488635225,7.11646850721158,0.058225497413561825,180
CD8B,2.6127124135192193e-05,1.729874505875527,9.403603969532886,5.0582253246281494,6.788099830503676,0.0641750314234105,135
PLGLB1,7.741370114131019e-07,-0.003999999999998005,5.183187059294405,2.0,1.996000000000002,0.04454211490259266,4
LINC01943,1.3547397699729284e-06,-0.01267926964315036,4.6235712713589825,2.807354922057604,2.794675652414454,0.06106729728716383,7
CYTOR,4.4512878156253366e-05,0.43382819282175245,2.613665517232381,6.940914535789363,7.374742728611116,0.05927237563141986,230
AC133644.2,2.7094795399458568e-06,0.3088666153329833,4.765337232397345,3.4677201004744993,3.7765867158074826,0.06392993541938205,14
RGPD2,5.806027585598265e-07,-0.005333333333334966,5.470869131746186,1.584962500721156,1.579629167387821,0.0593894865372829,3
KRCC1,3.2513754479350285e-05,0.2770729596166124,2.4947855486851496,6.76211323836848,7.039186197985092,0.060319403823908616,168
EIF2AK3,7.934904366984295e-06,0.29649974595977735,3.669645786109515,4.967308102179059,5.263807848138836,0.0666011345292668,41
AC062029.1,4.0642193099187856e-06,-0.04527590416754723,3.524958982690873,4.392317422778761,4.3470415186112135,0.06251478536337936,21
RPIA,2.864306942228477e-05,-0.05520581331383756,1.914153025859125,6.950233582003273,6.8950277686894355,0.0638123352093118,148
IGKC,0.0007054323516501892,3.2719165926061144,96.13741611136473,5.637353861843387,8.909270454449501,0.018638936011924834,3645
IGKV3-11,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
IGKV3-20,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
IGKV1-39,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
IGKV1D-39,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
AC103563.7,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
MAL,3.754564505353544e-05,0.9269168627605415,4.052040066829305,6.268896525063246,7.1958133878237875,0.059517098307958344,194
MRPS5,5.496372781033024e-05,-0.07984542045542486,1.5052240550525713,7.667726510386438,7.587881089931013,0.058354861488763975,284
ZNF514,8.902575631250672e-06,-0.017677190416867994,2.9118959586094904,5.436605434317882,5.418928243901014,0.06721517005172228,46
ZNF2,2.5159452870925815e-06,-0.031001503846757927,4.00453206295276,3.700439718141092,3.6694382142943343,0.06914571967407354,13
FAHD2A,9.483178389810499e-06,0.10761816018086634,3.1018022167796744,5.395222344071056,5.502840504251922,0.06779770000107743,49
AC009237.14,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
LINC00342,5.031890574185163e-06,0.016754539901594256,3.4846298193679393,4.623516641218015,4.640271181119609,0.06759219120355367,26
ANKRD36C,2.9030137927991323e-05,0.10815847721565319,2.1987903406829195,6.803655773757098,6.911814250972752,0.06290233921338008,150
GPAT2,1.5482740228262038e-06,-0.014500000000001734,4.49003987873446,3.0,2.9854999999999983,0.05843586227777153,8
ADRA2B,5.806027585598265e-07,-0.006666666666668153,5.470869131746186,1.584962500721156,1.578295834054488,0.06633249580748596,3
ASTL,5.806027585598265e-07,-0.006000000000001338,5.470869131746186,1.584962500721156,1.5789625007211547,0.06296030495518969,3
DUSP2,0.00025469107675491056,0.9211372115591221,2.63891739255147,7.724580610504331,8.645717822063453,0.031885627208985745,1316
STARD7,5.070597424755818e-05,0.15693019321495605,1.9470970497491435,7.354364211467851,7.511294404682807,0.05458246948300738,262
TMEM127,4.064219309918785e-05,0.355630223446604,2.4138405766495517,6.925564998890971,7.281195222337575,0.06027034021839655,210
CIAO1,2.961074068655115e-05,0.10877359997063696,2.2427661474965777,6.824285473369185,6.933059073339822,0.064268721322185,153
SNRNP200,6.909172826861935e-05,0.07572988959182236,1.5565538200956577,7.7303711438507365,7.806101033442559,0.05311495525957046,357
AC021188.1,5.806027585598265e-07,-0.0033333333333349646,5.470869131746186,1.584962500721156,1.5816291673878211,0.04702245326609419,3
ITPRIPL1,3.483616551358959e-06,0.06931645763756755,3.956048551437967,4.058813890331201,4.128130347968769,0.0686909489521804,18
NCAPH,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
AC013270.1,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
ARID5A,4.8190028960465595e-05,0.01609242496868024,1.701481906501261,7.4443247112090125,7.460417136177693,0.05802614732399403,249
KANSL3,1.4902137469702213e-05,-0.01831787836751264,2.501742518869289,6.110942384850746,6.092624506483233,0.06500986098759876,77
LMAN2L,4.25775356277206e-06,0.042711688066349396,3.6928141723428194,4.3685225277282065,4.411234215794556,0.06532375445595673,22
CNNM4,3.87068505706551e-06,-0.04581518812623031,3.573749146860305,4.321928094887363,4.276112906761132,0.07003828545334824,20
CNNM3-DT,7.741370114131019e-07,-0.006188721875538983,5.183187059294405,2.0,1.993811278124461,0.06224756556631935,4
CNNM3,6.193096091304815e-06,-0.07299783867440723,3.1037455176145694,5.0,4.927002161325593,0.06675093020268671,32
ANKRD23,1.161205517119653e-06,-0.00799999999998402,4.7777219511862405,2.584962500721156,2.576962500721172,0.051016337251544044,6
ANKRD39,1.1031452412636703e-05,-0.02437975071814158,2.7238583390639115,5.727626856270004,5.7032471055518625,0.0663982918888252,57
SEMA4C,5.806027585598265e-06,0.06646897208065994,3.4685109752561702,4.773557262275185,4.840026234355845,0.06650396000113759,30
FAM178B,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
FAHD2B,3.6771508042122342e-06,0.16215480789336478,4.175829026517854,4.037401197654112,4.1995560055474765,0.0714076114990293,19
ANKRD36,1.8385754021061173e-05,0.007866648585453717,2.377045477326801,6.351383108308174,6.359249756893628,0.06713618811224055,95
AC092683.1,1.548274022826204e-05,0.393194948907964,3.300182477589593,5.748499307625773,6.141694256533737,0.07106863186782915,80
ANKRD36B,1.161205517119653e-05,0.22910858284835367,3.1031244561058475,5.546729921034572,5.775838503882926,0.06439226574093682,60
COX5B,0.0002500462546864319,0.19212796861359038,1.3307270026999505,8.444277008090321,8.636404976703911,0.03181588094217472,1292
ACTR1B,2.496591861807254e-05,-0.016218090469823032,2.102921014332321,6.7456097166132505,6.7293916261434275,0.06345838493983204,129
C2orf92,1.935342528532755e-06,-0.021600000000041142,4.26689632742025,3.321928094887362,3.300328094887321,0.06460216714752655,10
ZAP70,5.2447782523237656e-05,0.32862612130803903,2.3084432733024927,7.213524146691144,7.542150267999183,0.05715846583126587,271
TMEM131,3.348142574361666e-05,0.1979479023254811,2.2648986600219803,6.871714482057221,7.069662384382702,0.06189343480671035,173
INPP4A,3.561030252500269e-05,0.12817610609836905,2.0909324137859047,7.011937143625396,7.140113249723765,0.05816069387688868,184
COA5,3.0578411950817525e-05,0.06627954854095286,2.0940132134598026,6.900145067728892,6.966424616269845,0.06326289470958502,158
UNC50,2.2449973330979957e-05,-0.007700441089887988,2.2114019453635576,6.610094033902024,6.6023935928121364,0.06504331281427071,116
MGAT4A,5.2447782523237656e-05,0.08951795485461744,1.737908831316265,7.457435089385276,7.546953044239894,0.05588983667890225,271
AC109826.1,2.9030137927991324e-06,0.09866405999888306,4.211168668713254,3.7735572622751854,3.8722213222740685,0.06727822747364536,15
KIAA1211L,3.8706850570655096e-07,-0.0029999999999992255,5.8763342398543505,1.0,0.9970000000000008,0.05469003565549385,2
TSGA10,5.225424827038438e-06,0.23767975462722113,4.031202370482563,4.458591205867172,4.6962709604943935,0.06608812210871448,27
C2orf15,2.7094795399458568e-06,0.11483823839242424,4.312572990872202,3.6644977792004614,3.7793360175928856,0.06328486173074878,14
AC079447.1,3.8706850570655096e-07,-0.0019999999999992246,5.8763342398543505,1.0,0.9980000000000008,0.04467661580736863,2
LIPT1,5.9995618384515405e-06,0.18869609475560978,3.758628932841073,4.696131794257843,4.884827889013453,0.06717649524816531,31
MITD1,4.083572735204113e-05,0.1256117325361359,2.033711559101423,7.158094508520119,7.2837062410562545,0.05925316889380282,211
MRPL30,1.1418520918343254e-05,0.04920188833516104,2.8194323158731716,5.7003568205116135,5.749558708846775,0.06694823970360725,59
LYG2,7.741370114131019e-07,-0.006999999999998119,5.183187059294405,2.0,1.9930000000000019,0.058745212570868614,4
LYG1,3.8706850570655096e-07,-0.003999999999999226,5.8763342398543505,1.0,0.9960000000000008,0.06311893535223174,2
TXNDC9,2.2062904825273405e-05,0.0647916121462071,2.344369385338599,6.521400759740821,6.586192371887028,0.0635852614991403,114
EIF5B,7.722016688845692e-05,0.0455491146138014,1.5246321745978104,7.8549980855594566,7.900547200173258,0.05116685695114393,399
REV1,3.1546083215083905e-05,0.2228886183437302,2.3287757853807007,6.783458427314405,7.006347045658135,0.06244782984357632,163
AC018690.1,9.676712642663775e-07,-0.009599999999969189,4.960043507980195,2.321928094887362,2.312328094887393,0.06377962056861745,5
AFF3,2.2062904825273405e-05,0.6467470398374635,3.7038785344298564,5.936934176555814,6.583681216393278,0.06442906781406169,114
AC092667.1,3.8706850570655096e-07,-0.0029999999999992255,5.8763342398543505,1.0,0.9970000000000008,0.05469003565549385,2
LONRF2,3.8706850570655096e-07,6.661338147750939e-16,5.8763342398543505,1.0,1.0000000000000007,0.0,2
CHST10,1.935342528532755e-06,-0.0196264662506902,4.26689632742025,3.321928094887362,3.302301628636672,0.06397710901102076,10
PDCL3,2.9804274939404425e-05,0.1821847428056529,2.3169337882741687,6.756855858792428,6.939040601598081,0.06479509380568979,154
NPAS2,3.8706850570655096e-07,-0.0019999999999992246,5.8763342398543505,1.0,0.9980000000000008,0.04467661580736863,2
RPL31,0.0006229867599346938,0.134828815898679,1.5325898162011644,8.752945881709053,8.887774697607732,0.018555509210076516,3219
TBC1D8,6.580164597011367e-06,0.0993959305108918,3.438929140051325,4.910992253015045,5.0103881835259365,0.0642082724717735,34
TBC1D8-AS1,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
CNOT11,2.8062466663724946e-05,-0.04269998857632995,1.9945549956516555,6.9126340037931175,6.869934015216788,0.06267560218735559,145
RNF149,0.00010063781148370325,0.404978500430742,2.033126434485229,7.708642062318589,8.11362056274933,0.04679716480006785,520
RFX8,3.8706850570655096e-07,-0.003999999999999226,5.8763342398543505,1.0,0.9960000000000008,0.06311893535223174,2
MAP4K4,9.696066067949102e-05,0.213034554741375,1.672430715856315,7.873268534057434,8.08630308879881,0.047891714467444245,501
LINC01127,1.7418082756794795e-06,-0.01777777777778322,4.372256843078077,3.169925001442312,3.152147223664529,0.06190394790021928,9
IL1R2,2.5159452870925815e-06,1.3852510241611231,10.351730894236853,2.2877837199410704,3.6730347441021935,0.06458343329084527,13
IL1R1,1.3547397699729284e-06,0.26971428571430023,5.574008943050615,2.5216406363433186,2.791354922057619,0.06692304444286648,7
IL1RL2,9.676712642663775e-07,-0.010399999999968657,4.960043507980195,2.321928094887362,2.3115280948873935,0.06365406506950516,5
IL1RL1,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
IL18R1,9.289644136957223e-06,0.34145425887668246,3.7034466450794654,5.136842188131012,5.478296447007694,0.06633416794639894,48
IL18RAP,8.51550712554412e-06,0.6358356847336557,4.858488482028419,4.726143834398879,5.361979519132535,0.06787890462173542,44
MFSD9,3.0965480456524077e-06,-0.032391541406664004,3.796892698174515,4.0,3.967608458593336,0.06272548715369329,16
TMEM182,7.741370114131019e-07,-0.006999999999998119,5.183187059294405,2.0,1.9930000000000019,0.058745212570868614,4
LINC01114,3.8706850570655096e-07,-0.0009999999999992237,5.8763342398543505,1.0,0.9990000000000008,0.03160696125854548,2
MRPS9,1.877282252676772e-05,0.021096085541220333,2.3856745353906565,6.3653263730926595,6.38642245863388,0.06418966806451701,97
LINC01918,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
AC012360.2,3.8706850570655096e-07,-0.0019999999999992246,5.8763342398543505,1.0,0.9980000000000008,0.04467661580736863,2
TGFBRAP1,1.4515068963995661e-05,0.12956331584439074,2.763570173675375,5.9319565237426755,6.061519839587066,0.0667173170785903,75
AC012360.1,1.161205517119653e-06,-0.012666666666651505,4.7777219511862405,2.584962500721156,2.5722958340545046,0.06545227268707608,6
AC012360.3,6.193096091304815e-06,0.448381305533764,4.5219034534218,4.476409765557392,4.924791071091156,0.06785388474380755,32
C2orf49,1.4321534711142386e-05,0.02258804011797455,2.6118562876974094,6.020264176439761,6.042852216557735,0.06656793529603827,74
FHL2,9.676712642663775e-07,-0.006399999999969097,4.960043507980195,2.321928094887362,2.315528094887393,0.05019003885111748,5
NCK2,5.1286577006118005e-05,-0.028690247376721878,1.6399654776537675,7.551587794668269,7.522897547291547,0.05706421751574717,265
AC010978.1,3.8706850570655096e-07,6.661338147750939e-16,5.8763342398543505,1.0,1.0000000000000007,0.0,2
C2orf40,7.741370114131019e-07,0.4935000000000018,7.294492175661581,1.5,1.9935000000000018,0.05663700203927602,4
UXS1,2.148230206671358e-05,-0.020384625286058444,2.2136781242530037,6.571398861826111,6.551014236540053,0.06497894193554213,111
CD8B2,7.741370114131019e-07,-0.00899999999999812,5.183187059294405,2.0,1.9910000000000019,0.0664755594184606,4
AC108868.1,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
SULT1C4,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
GCC2,8.76710165425338e-05,0.13120971553578542,1.5577300408616201,7.876624917173892,8.007834632709677,0.050127583870504484,453
GCC2-AS1,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
LIMS1,0.00010721797608071463,0.45808906517403614,2.0075189688107846,7.705551792003993,8.163640857178029,0.0468284483768242,554
RANBP2,4.993183723614508e-05,0.15902937183056842,1.9173703772338895,7.337144298065754,7.496173669896322,0.05563855256760855,258
CCDC138,2.9030137927991324e-06,-0.030301955000827885,3.861431219312086,3.9068905956085187,3.876588640607691,0.06411991625526746,15
EDAR,1.161205517119653e-06,-0.01099999999998369,4.7777219511862405,2.584962500721156,2.5739625007211724,0.059545500808724956,6
SH3RF3,7.741370114131019e-07,-0.009499999999998066,5.183187059294405,2.0,1.990500000000002,0.06826236151787105,4
SEPT10,3.483616551358959e-06,0.07112364236050794,3.956048551437967,4.058813890331201,4.129937532691709,0.06631873641020668,18
SOWAHC,3.2900822985056833e-06,0.08430853602929167,4.034198491810422,3.9698157824268097,4.054124318456101,0.06382821486463974,17
RGPD5,1.2579726435462906e-05,0.33850669420534807,3.3617181607813342,5.537602043731117,5.876108737936465,0.06554040425488698,65
NPHP1,7.741370114131019e-07,-0.005499999999998062,5.183187059294405,2.0,1.994500000000002,0.05215122242091552,4
SMIM37,3.735211080068217e-05,0.16691204122118997,2.1683979055929856,7.026217594184431,7.193129635405621,0.05841846101793347,193
BUB1,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
MIR4435-2HG,2.477238436521926e-05,0.4462292430183714,3.0431194268161303,6.276334449350854,6.722563692369225,0.0620030360950066,128
BCL2L11,3.7158576547828894e-05,0.3818842648791989,2.513644755631331,6.804683659428838,7.1865679243080365,0.06119099977524364,192
AC108463.3,5.806027585598265e-07,-0.00600000000000156,5.470869131746186,1.584962500721156,1.5789625007211545,0.06296030495518969,3
AC068491.3,1.5482740228262038e-06,-0.013250000000003315,4.49003987873446,3.0,2.9867499999999967,0.05600836991170133,8
ANAPC1,1.6837479998234968e-05,0.09889035839518368,2.6123122359784627,6.149727691201292,6.248618049596476,0.06439546941240892,87
MERTK,3.0965480456524077e-06,0.09054473671779295,4.118859967266225,3.875,3.965544736717793,0.06639099098772563,16
TMEM87B,1.6063342986821865e-05,0.10463742286327093,2.696683494365597,6.0858828048409,6.190520227704171,0.06535147704151156,83
FBLN7,2.9030137927991324e-06,0.09841503749931624,4.211168668713254,3.7735572622751854,3.8719722997745016,0.06943403630301254,15
ZC3H8,1.9546959538180824e-05,0.05677912957705278,2.4012114227221026,6.380983759979517,6.43776288955657,0.06281031561144151,101
ZC3H6,2.438531585951271e-05,0.08398623082224255,2.298625284308127,6.6220824036414765,6.706068634463719,0.06323488159256367,126
RGPD8,3.8706850570655096e-07,-0.0029999999999992255,5.8763342398543505,1.0,0.9970000000000008,0.05469003565549385,2
TTL,1.5095671722555488e-05,0.06105162639956774,2.639989035271433,6.054632988093018,6.115684614492586,0.06036636324085537,78
POLR1B,5.031890574185163e-06,0.09508108701680662,3.6740465559052127,4.5465935642949376,4.641674651311744,0.06982264766901465,26
CHCHD5,4.857709746617215e-05,0.17439034128478959,2.0147346118239216,7.291192334944763,7.465582676229553,0.05546381219120908,251
AC079922.2,5.806027585598265e-06,0.06612060124805019,3.4685109752561702,4.773557262275185,4.839677863523235,0.06693326793230779,30
SLC20A1,7.876844091128313e-05,0.3317321285449202,1.861331683985329,7.584116774747589,7.915848903292509,0.05276328667973339,407
NT5DC4,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
CKAP2L,3.8706850570655096e-07,1.0000000000000007,13.138962840828592,0.0,1.0000000000000007,0.0,2
IL1A,7.741370114131019e-07,-0.007499999999998064,5.183187059294405,2.0,1.992500000000002,0.06077622890568363,4
IL1B,0.0005751837994799348,1.6536472963046398,14.740074178637935,7.219904803992043,8.873552100296683,0.020910021165332478,2972
IL1RN,1.761161700964807e-05,0.2864973786484386,3.0172820318744185,6.02136977749001,6.307867156138449,0.065272154891762,91
PSD4,3.0191343445110977e-05,0.05677550154598787,2.1192591818668496,6.8959478117970985,6.952723313343086,0.0620950687628345,156
AC016683.1,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
PAX8,1.7418082756794795e-06,-0.023111111111115523,4.372256843078077,3.169925001442312,3.1468138903311966,0.06855978737305869,9
AC016745.1,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
AC016745.2,1.935342528532755e-06,0.37844902249952606,5.612549848418075,2.9219280948873623,3.3003771173868883,0.06471270719176139,10
CBWD2,1.374093195258256e-05,0.04732851988042075,2.6742575301699736,5.941931802572802,5.989260322453223,0.06623220414979762,71
FOXD4L1,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
PGM5P4-AS1,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
RABL2A,3.87068505706551e-06,-0.050452932501335646,3.573749146860305,4.321928094887363,4.271475162386027,0.07064357459966823,20
SLC35F5,6.773698849864642e-06,-0.023624060718588247,3.132624451556903,5.072140159802109,5.048516099083521,0.06706072825835661,35
AC110769.2,6.386630344158091e-06,0.04163490492020383,3.3377841653439333,4.923181998146332,4.964816903066536,0.06911741121600788,33
ACTR3,0.00023591825422814282,0.26604622141573486,1.4236939435001348,8.346825501663133,8.612871723078868,0.03366972778542479,1219
DDX18,0.00011321753791916616,0.13932930971925295,1.3468152835127027,8.061750448571697,8.20107975829095,0.04619299981066127,585
AC009404.1,2.9030137927991324e-06,0.2873245301436911,4.620613918791645,3.5898980954642874,3.8772226256079785,0.06294311261362032,15
CCDC93,1.5676274481115314e-05,0.09026608299648675,2.6857125778222843,6.068245064613019,6.158511147609506,0.06631145953778417,81
AC009303.2,3.8706850570655096e-07,-0.004999999999999227,5.8763342398543505,1.0,0.9950000000000008,0.07053367989832436,2
INSIG2,1.4515068963995661e-05,-0.03374014483754717,2.486770905391004,6.095485357162547,6.0617452123249995,0.06543764341218634,75
MARCO,2.2062904825273405e-05,0.9418273718851573,3.9396618167228463,5.64321537431578,6.585042746200937,0.06622731049771835,114
C1QL2,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
STEAP3,3.0965480456524077e-06,0.20974755624890706,4.491913246627472,3.75,3.959747556248907,0.07167482802597555,16
C2orf76,9.289644136957223e-06,0.014175529880905202,2.9470068593535745,5.459962500721156,5.474138030602061,0.07098295383230217,48
DBI,0.0001825028004406388,0.23238455814579417,1.4003721672669345,8.260850101464603,8.493234659610398,0.037827848658567996,943
TMEM177,1.3547397699729284e-06,-0.018285714285699584,4.6235712713589825,2.807354922057604,2.7890692077719046,0.07108718418289721,7
PTPN4,4.431934390340009e-05,0.16709826387478088,2.0106388056700326,7.205759901520692,7.372858165395473,0.057831445566607534,229
EPB41L5,1.5482740228262038e-06,-0.014250000000001872,4.49003987873446,3.0,2.985749999999998,0.05902912416890813,8
AC012363.1,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
TMEM185B,3.0965480456524077e-06,-0.033344360937778816,3.796892698174515,4.0,3.966655639062221,0.0632636234809099,16
RALB,4.315813838628043e-05,0.4071267588899312,2.5632688028230954,6.939678516576571,7.346805275466502,0.05736892897176827,223
TFCP2L1,9.676712642663775e-07,-0.011999999999968924,4.960043507980195,2.321928094887362,2.3099280948873933,0.06823488843599557,5
CLASP1,1.586980873396859e-05,0.037119196574301405,2.5599972917781395,6.138039809496132,6.175159006070434,0.06533043732751947,82
AC012447.1,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
NIFK-AS1,8.902575631250672e-06,0.12874811805336606,3.2041909822112062,5.289760053836068,5.418508171889434,0.06725169076793508,46
NIFK,4.3545206891986986e-05,0.193667661718135,2.1013700697850344,7.160919622374455,7.35458728409259,0.05759718614498054,225
TSN,3.444909700788304e-05,-0.004035229028287901,1.8909723520522443,7.107700987121865,7.103665758093577,0.06160681392253038,178
GYPC,9.23158386110124e-05,0.2768690241334886,1.7681011212358972,7.773362569729833,8.050231593863321,0.04943791285014039,477
BIN1,5.99956183845154e-05,0.2976254208783953,2.1777654267721833,7.374955332533078,7.672580753411474,0.05607667889758375,310
ERCC3,1.2192657929756355e-05,-0.015886546731132434,2.6608893308481414,5.850295796515789,5.834409249784657,0.06347476797218567,63
MAP3K2,8.457446849688139e-05,0.16258391695611873,1.5716777208842874,7.817342481156807,7.979926398112926,0.052547954094004264,437
AC068282.1,1.3547397699729284e-06,-0.012857142857126913,4.6235712713589825,2.807354922057604,2.7944977792004773,0.06059231445795685,7
PROC,9.676712642663775e-07,0.3894490224995981,6.478983824118006,1.9219280948873623,2.3113771173869604,0.06806640199092126,5
IWS1,3.735211080068217e-05,0.26492726171224756,2.2184344347303027,6.924852191027244,7.189779452739492,0.06174778738373516,193
AC010976.1,3.8706850570655096e-07,-0.004999999999999227,5.8763342398543505,1.0,0.9950000000000008,0.07053367989832436,2
MYO7B,2.5159452870925815e-06,-0.027924580769834506,4.00453206295276,3.700439718141092,3.6725151373712577,0.06593221491385304,13
